Date,Total,Mon,Tue,Wed,Thu,Fri,Sat,Sun,holiday,daylight_hrs,PRCP,Temp (C),dry day,annual,predicted
2015-05-25,1737.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.269660522555178,0.0,13.35,1.0,2.6410958904109587,2773.780350922627
2015-05-26,4254.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.303607475017559,0.0,16.7,1.0,2.643835616438356,4289.276194097218
2015-05-27,4771.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.336560616527413,0.0,18.049999999999997,1.0,2.6465753424657534,4364.005545365022
2015-05-28,5142.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.36849744526262,0.0,20.0,1.0,2.649315068493151,4384.946385933853
2015-05-29,4548.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.399395723523126,0.0,19.450000000000003,1.0,2.652054794520548,4048.7841865819846
2015-05-30,2308.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.4292335264187,0.0,16.4,1.0,2.654794520547945,2572.6740793823833
2015-05-31,2251.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.457989291520516,0.0,18.35,1.0,2.6575342465753424,2673.2550261664724
2015-06-01,2989.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.485641869290665,0.18110236220472442,13.9,0.0,2.66027397260274,3357.265739477502
2015-06-02,3078.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51217057408643,0.01968503937007874,15.3,0.0,2.663013698630137,3664.6527734345214
2015-06-03,3658.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.537555235522687,0.0,15.85,1.0,2.665753424657534,4247.062574885225
2015-06-04,4637.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.561776249963314,0.0,17.25,1.0,2.6684931506849314,4231.169686010631
2015-06-05,4333.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.584814631898631,0.0,19.75,1.0,2.671232876712329,4092.741240029415
2015-06-06,2475.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.606652064957403,0.0,21.35,1.0,2.673972602739726,2918.6072517546377
2015-06-07,2487.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.627270952291873,0.0,23.35,1.0,2.6767123287671235,3021.397889097429
2015-06-08,4475.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.646654466067682,0.0,22.5,1.0,2.6794520547945204,4607.0309289247425
2015-06-09,4935.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.664786595786659,0.0,21.65,1.0,2.682191780821918,4659.403904753568
2015-06-10,4977.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.681652195166485,0.0,18.35,1.0,2.684931506849315,4429.053373237668
2015-06-11,4719.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.697237027302918,0.0,17.75,1.0,2.6876712328767125,4281.722116999037
2015-06-12,3769.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.711527807841543,0.0,15.85,1.0,2.6904109589041094,3855.4502484676977
2015-06-13,2688.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.72451224589238,0.0,16.65,1.0,2.6931506849315068,2628.0453055181774
2015-06-14,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.736179082427755,0.0,19.75,1.0,2.695890410958904,2801.361527809723
2015-06-15,4581.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.746518125915365,0.0,23.05,1.0,2.6986301369863015,4656.254757085081
2015-06-16,4551.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.755520284951455,0.0,16.95,1.0,2.7013698630136984,4365.3466690586265
2015-06-17,4711.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.763177597675192,0.0,18.05,1.0,2.7041095890410958,4420.525916782088
2015-06-18,4284.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.769483257764167,0.0,19.15,1.0,2.706849315068493,4382.77577009192
2015-06-19,3417.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.774431636831416,0.01968503937007874,18.6,0.0,2.7095890410958905,3482.4839938460095
2015-06-20,2323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.778018303067988,0.0,18.9,1.0,2.712328767123288,2782.0726314076114
2015-06-21,2170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.780240035999615,0.0,19.75,1.0,2.7150684931506848,2807.5555578253416
2015-06-22,4456.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.781094837252823,0.0,18.9,1.0,2.717808219178082,4390.801145043296
2015-06-23,4998.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.780581937253672,0.0,18.9,1.0,2.7205479452054795,4496.160053061129
2015-06-24,4725.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.778701797811166,0.0,20.85,1.0,2.723287671232877,4605.498758104642
2015-06-25,4709.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.775456110566738,0.0,23.1,1.0,2.7260273972602738,4641.455115654694
2015-06-26,3869.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.770847791321009,0.0,24.75,1.0,2.728767123287671,4444.0759780014705
2015-06-27,2210.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.764880970278387,0.0,25.25,1.0,2.7315068493150685,3194.680299344924
2015-06-28,2101.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.757560978279315,0.011811023622047244,23.3,0.0,2.734246575342466,2480.9269721350956
2015-06-29,4181.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.748894329117896,0.0,23.049999999999997,1.0,2.736986301369863,4657.594353583517
2015-06-30,4655.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.73888869806977,0.0,22.8,1.0,2.73972602739726,4745.439411082276
2015-07-01,4651.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.727552896780265,0.0,24.700000000000003,1.0,2.7424657534246575,4850.301600251713
2015-07-02,3937.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.714896844686796,0.0,25.85,1.0,2.745205479452055,4813.366347847237
2015-07-03,2313.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.700931537170487,0.0,25.549999999999997,1.0,2.747945205479452,3300.312724580145
2015-07-04,2443.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.68566901065172,0.0,24.15,1.0,2.750684931506849,3113.311357980677
2015-07-05,1919.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.669122304860583,0.0,24.75,1.0,2.7534246575342465,3120.0852449280005
2015-07-06,4066.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65130542252754,0.0,22.5,1.0,2.756164383561644,4609.697049942861
2015-07-07,4635.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.632233286751251,0.0,20.55,1.0,2.758904109589041,4585.597129716402
2015-07-08,4761.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.611921696308471,0.0,22.2,1.0,2.7616438356164386,4673.012077111236
2015-07-09,4479.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.590387279178115,0.0,21.65,1.0,2.7643835616438355,4524.156089065081
2015-07-10,3772.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.567647444553366,0.0,18.9,1.0,2.767123287671233,4037.7243973640234
2015-07-11,2053.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.543720333617856,0.0,19.45,1.0,2.76986301369863,2789.272647768539
2015-07-12,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.51862476935906,0.0,21.4,1.0,2.7726027397260276,2882.9147693837117
2015-07-13,4069.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.492380205688237,0.0,20.85,1.0,2.7753424657534245,4482.217399811761
2015-07-14,4795.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.465006676130335,0.0,21.950000000000003,1.0,2.778082191780822,4655.794345341498
2015-07-15,4686.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.43652474233795,0.0,20.25,1.0,2.780821917808219,4523.861181425028
2015-07-16,4424.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.406955442674672,0.0,20.55,1.0,2.7835616438356166,4429.358259066881
2015-07-17,3813.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.376320241100386,0.0,20.85,1.0,2.786301369863014,4140.655750292926
2015-07-18,2195.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.344640976578518,0.0,25.549999999999997,1.0,2.789041095890411,3161.630707105484
2015-07-19,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.31193981321181,0.0,26.1,1.0,2.791780821917808,3163.064928225802
2015-07-20,4213.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.278239191296962,0.0,21.7,1.0,2.7945205479452055,4510.530088502079
2015-07-21,4268.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.243561779474417,0.0,19.45,1.0,2.797260273972603,4464.870567540716
2015-07-22,4648.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.207930428132608,0.0,18.9,1.0,2.8,4406.953400146958
2015-07-23,4359.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.171368124209774,0.0,20.25,1.0,2.802739726027397,4379.970349289146
2015-07-24,3628.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.133897947521291,0.011811023622047244,18.05,0.0,2.8054794520547945,3371.929193025417
2015-07-25,1384.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.095543028722577,0.0,17.75,1.0,2.808219178082192,2621.7809989769016
2015-07-26,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.056326509003851,0.07874015748031496,18.05,0.0,2.8109589041095893,2006.0372131743993
2015-07-27,4102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.016271501595588,0.0,17.75,1.0,2.813698630136986,4219.898840467139
2015-07-28,4715.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97540105515038,0.0,20.85,1.0,2.8164383561643835,4522.062270082272
2015-07-29,4734.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.933738119051753,0.0,23.3,1.0,2.819178082191781,4658.856297212143
2015-07-30,4379.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.891305510686731,0.0,25.799999999999997,1.0,2.8219178082191783,4706.054058533921
2015-07-31,3887.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.848125884707606,0.0,26.1,1.0,2.824657534246575,4415.735181718112
2015-08-01,2219.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.80422170429458,0.0,24.45,1.0,2.8273972602739725,3021.351216085515
2015-08-02,1883.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.759615214421759,0.0,23.35,1.0,2.83013698630137,2913.7328125600384
2015-08-03,4243.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.714328417117834,0.0,22.75,1.0,2.8328767123287673,4507.323682852025
2015-08-04,4655.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.668383048703408,0.0,20.25,1.0,2.835616438356164,4443.921570877643
2015-08-05,4108.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.621800558980047,0.0,17.75,1.0,2.8383561643835615,4257.525890086466
2015-08-06,4295.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.574602092336589,0.0,20.0,1.0,2.841095890410959,4287.818865588964
2015-08-07,4100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.526808470733876,0.0,21.95,1.0,2.8438356164383563,4104.42407379833
2015-08-08,2014.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.478440178521945,0.0,20.3,1.0,2.8465753424657536,2709.4649006142236
2015-08-09,2945.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.429517349038889,0.0,21.65,1.0,2.8493150684931505,2760.939168430278
2015-08-10,3898.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.380059752937834,0.0,22.5,1.0,2.852054794520548,4448.478672105992
2015-08-11,4530.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33008678818285,0.0,23.35,1.0,2.8547945205479452,4602.8529484801575
2015-08-12,4403.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.279617471654115,0.2992125984251969,22.5,0.0,2.8575342465753426,3776.84948467705
2015-08-13,4428.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.228670432299175,0.0,21.95,1.0,2.8602739726027395,4370.8292006467755
2015-08-14,2062.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.177263905765592,1.2007874015748032,16.65,0.0,2.863013698630137,2368.51470255591
2015-08-15,1702.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.12541573045069,0.0,17.8,1.0,2.8657534246575342,2501.586898768913
2015-08-16,2333.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.073143344901414,0.0,19.7,1.0,2.8684931506849316,2588.469106335279
2015-08-17,4319.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.020463786499745,0.0,20.55,1.0,2.871232876712329,4275.5934552994895
2015-08-18,4508.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.967393691366963,0.0,22.5,1.0,2.873972602739726,4501.2477319667205
2015-08-19,4548.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.91394929542297,0.0,23.9,1.0,2.8767123287671232,4568.102769524135
2015-08-20,3846.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.86014643653647,0.07874015748031496,18.6,0.0,2.8794520547945206,3505.5178905806274
2015-08-21,3606.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.806000557703035,0.0,18.3,1.0,2.882191780821918,3774.736116478186
2015-08-22,2090.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.751526711191408,0.0,19.45,1.0,2.884931506849315,2561.4460485080212
2015-08-23,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.696739563596452,0.0,20.85,1.0,2.8876712328767122,2615.4228296287033
2015-08-24,4072.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.641653401743952,0.0,18.049999999999997,1.0,2.8904109589041096,4064.392896544346
2015-08-25,4473.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.586282139389782,0.0,18.9,1.0,2.893150684931507,4218.071594114881
2015-08-26,4331.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.530639324660473,0.0,21.1,1.0,2.8958904109589043,4336.773594978743
2015-08-27,4336.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.474738148185063,0.0,21.9,1.0,2.8986301369863012,4271.45916605605
2015-08-28,2653.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.418591451867002,0.01968503937007874,19.45,0.0,2.9013698630136986,3239.485893907219
2015-08-29,699.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.362211738252084,1.279527559055118,17.75,0.0,2.904109589041096,1002.6490448108337
2015-08-30,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.30561118044585,0.4015748031496063,16.4,0.0,2.9068493150684933,1460.8881063856682
2015-08-31,2823.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.248801632538772,0.0,17.5,1.0,2.9095890410958902,3978.450526850843
2015-09-01,2876.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.191794640500358,0.2283464566929134,16.65,0.0,2.9123287671232876,3321.6304314106696
